tweet_id,tweet_created,latitude,longitude,category,text,is_cluster
4d9ee88a-5b92-4c,2025-11-20 17:01:00,-2.144754,-79.904983,trafico,Ojo: Taponamiento total en la entrada a Alborada. .,0
049d80ef-0695-42,2025-11-20 17:01:00,-2.143521,-79.874577,accidente,Usuarios informan: Se acaban de dar duro dos carros en la principal de Samborondon. 😡,0
a359be3e-5537-46,2025-11-20 17:01:00,-2.227502,-79.900108,trafico,Congestión vehicular alta por salida de oficinas en Sur (Pradera).,0
2fca11e3-aa19-4c,2025-11-20 17:01:00,-2.192367,-79.892355,accidente,¡Qué bestia! Cómo se trepó ese carro al parterre en Centro.,0
39b107b3-131d-4a,2025-11-20 17:01:00,-2.175,-79.912963,obstaculo,Usuarios informan: Bus de la Metrovía dañado bloqueando carril en Urdesa. @ATM_Transito,0
68352376-bdc9-4e,2025-11-20 17:01:00,-2.173641,-79.911996,accidente,"Choque por alcance en Urdesa, carril izquierdo cerrado. #Guayaquil",0
3d9c632b-2525-42,2025-11-20 17:01:00,-2.148599,-79.960338,obstaculo,Carro botado por desperfecto mecánico en Perimetral. #TránsitoGye,0
311f17fa-c7a4-4e,2025-11-20 17:01:00,-2.192398,-79.892017,obstaculo,"Alerta 🚨 Árbol caído por la lluvia en Centro, cuidado. #TránsitoGye",0
2726c7d9-35b8-49,2025-11-20 17:01:00,-2.190879,-79.892306,no_incidentes,"Feria de comida en Centro, recomendado visitar. #Guayaquil",0
1bde06bc-4102-43,2025-11-20 17:01:00,-2.155324,-79.964836,trafico,"Usuarios informan: Colapsada la vía en Perimetral, no se mueve nada. .",0
bcbb9252-1755-4b,2025-11-20 17:01:00,-2.238468,-79.89975,accidente,"Usuarios informan: Choque por alcance en Sur (Pradera), carril izquierdo cerrado. #TránsitoGye",0
f365d900-d651-4c,2025-11-20 17:01:00,-2.139326,-79.873414,trafico,"La Samborondon está imposible a esta hora, eviten. @ATM_Transito",0
af43811d-1a95-40,2025-11-20 17:01:00,-2.153061,-79.963818,accidente,Reportan accidente múltiple bajando el puente de Perimetral. #TránsitoGye,0
5d79be06-d153-4e,2025-11-20 17:01:00,-2.138809,-79.867533,obstaculo,Alerta 🚨 Carro botado por desperfecto mecánico en Samborondon. #TránsitoGye,0
c58107c8-d03b-49,2025-11-20 17:01:00,-2.141241,-79.865972,obstaculo,Alerta 🚨 Hay un hueco cráter en Samborondon que me reventó la llanta. 😡,0
34cb0aaf-0942-4d,2025-11-20 17:01:00,-2.175063,-79.91413,trafico,Usuarios informan: Congestión vehicular alta por salida de oficinas en Urdesa. 🚗,0
0b7f9191-26bb-4c,2025-11-20 17:01:00,-2.170883,-80.00175,no_incidentes,Ojo: ¿Alguien sabe si hay operativo de la ATM en Via a la Costa? 🚗,0
2b269d96-8bae-43,2025-11-20 17:01:00,-2.180728,-79.999963,obstaculo,"Semáforo apagado en Via a la Costa, es un caos, manden vigilantes.",0
d346380b-55ca-4d,2025-11-20 17:01:00,-2.173674,-79.914501,accidente,"Choque por alcance en Urdesa, carril izquierdo cerrado. #Guayaquil",0
6075b9fb-1643-45,2025-11-20 17:01:00,-2.147166,-79.902818,no_incidentes,Reportan: Que calor insoportable hace hoy en Alborada. #TránsitoGye,0
04e34be0-c801-47,2025-11-20 17:01:00,-2.168521,-79.994247,no_incidentes,Alerta 🚨 ¿Alguien sabe si hay operativo de la ATM en Via a la Costa? #TránsitoGye,0
71d9bb6f-c33c-40,2025-11-20 17:01:00,-2.139585,-79.866891,trafico,Taponamiento total en la entrada a Samborondon. pilas.,0
0f3c2048-6fdb-4c,2025-11-20 17:01:00,-2.147201,-79.964244,trafico,Tráfico pesado en Perimetral sentido norte-sur. #TránsitoGye,0
8dbda3dd-1d73-4e,2025-11-20 17:01:00,-2.194452,-79.89175,no_incidentes,"Feria de comida en Centro, recomendado visitar. pilas.",0
1f59777a-2dc6-4c,2025-11-20 17:01:00,-2.169302,-79.997176,accidente,Reportan accidente múltiple bajando el puente de Via a la Costa. #Guayaquil,0
08f551cf-86f6-48,2025-11-20 17:01:00,-2.191568,-79.896137,trafico,Ojo: Taponamiento total en la entrada a Centro. .,0
82d9b59c-a7bf-41,2025-11-20 17:01:00,-2.231116,-79.901889,accidente,"Ojo: Siniestro de tránsito en Sur (Pradera), unidades de la ATM avanzan. pilas.",0
28951e19-9a7d-4a,2025-11-20 17:01:00,-2.169683,-80.005614,obstaculo,Hay un hueco cráter en Via a la Costa que me reventó la llanta.,0
1580b090-f756-48,2025-11-20 17:01:00,-2.152752,-79.958248,accidente,Reportan accidente múltiple bajando el puente de Perimetral. #TránsitoGye,0
70f6db89-af68-4f,2025-11-20 17:01:00,-2.172491,-79.910589,obstaculo,Usuarios informan: Carro botado por desperfecto mecánico en Urdesa. 🚗,0
8ab671b8-c132-44,2025-11-20 17:01:00,-2.191868,-79.893225,no_incidentes,"Usuarios informan: Increíble el concierto aquí en Centro, está llenísimo. 😡",0
ff114d02-1554-43,2025-11-20 17:01:00,-2.163721,-79.900258,no_incidentes,"Alerta 🚨 Ojalá no haya **accidente** hoy, quiero llegar a casa. 🚗",0
04815cc9-447b-45,2025-11-20 17:01:00,-2.224366,-79.902404,accidente,Alerta 🚨 Se acaban de dar duro dos carros en la principal de Sur (Pradera).,0
23dbf438-afd5-4d,2025-11-20 17:01:00,-2.16019,-79.999438,trafico,"Llevo media hora parado en Via a la Costa, avancen!!! @ATM_Transito",0
89ee3679-2202-48,2025-11-20 17:01:00,-2.225855,-79.897838,no_incidentes,"Ojo: Saliendo del estadio en Sur (Pradera), ganamos!!! #TránsitoGye",0
9c38a9a3-d696-4e,2025-11-20 17:01:00,-2.162942,-79.900245,accidente,"Usuarios informan: Choque por alcance en Kennedy, carril izquierdo cerrado. .",0
336a85c2-7c7e-47,2025-11-20 17:01:00,-2.15938,-79.998894,accidente,Usuarios informan: ¡Qué bestia! Cómo se trepó ese carro al parterre en Via a la Costa.,0
060eb18e-3c7c-4c,2025-11-20 17:01:00,-2.165317,-80.00318,no_incidentes,Ojo: ¿Alguien sabe si hay operativo de la ATM en Via a la Costa?,0
5543b8b1-bb59-44,2025-11-20 17:01:00,-2.138628,-79.905404,accidente,Se acaban de dar duro dos carros en la principal de Alborada. .,0
431f2c5b-2c65-48,2025-11-20 17:01:00,-2.164742,-79.897878,accidente,"Reportan: Choque por alcance en Kennedy, carril izquierdo cerrado. 🚗",0
3939d215-b3ca-49,2025-11-20 17:01:00,-2.169348,-79.91499,obstaculo,"Árbol caído por la lluvia en Urdesa, cuidado. 😡",0
ff78629f-0b96-4d,2025-11-20 17:02:00,-2.14564,-79.960141,accidente,Reportan accidente múltiple bajando el puente de Perimetral. @ATM_Transito,0
0fc7290c-3348-4f,2025-11-20 17:02:00,-2.149803,-79.95987,trafico,"Ojo: Filas interminables en Perimetral, parece que el semáforo no sirve. #Guayaquil",1
297a3b6a-6cb4-4d,2025-11-20 17:02:00,-2.168643,-79.901719,obstaculo,"Ojo: Semáforo apagado en Kennedy, es un caos, manden vigilantes. #Guayaquil",0
90d4068d-4210-41,2025-11-20 17:02:00,-2.165879,-79.90117,accidente,"Usuarios informan: Choque por alcance en Kennedy, carril izquierdo cerrado. #TránsitoGye",0
67e0c352-e039-4c,2025-11-20 17:02:00,-2.146585,-79.953755,obstaculo,"Semáforo apagado en Perimetral, es un caos, manden vigilantes. .",0
32e50071-76d4-4a,2025-11-20 17:02:00,-2.149394,-79.960219,trafico,"La Perimetral está imposible a esta hora, eviten.",1
ac7d7973-2959-42,2025-11-20 17:02:00,-2.14961,-79.959449,trafico,"Usuarios informan: Filas interminables en Perimetral, parece que el semáforo no sirve. @ATM_Transito",1
9b0f3507-5740-40,2025-11-20 17:02:00,-2.150744,-79.960225,trafico,Alerta 🚨 Taponamiento total en la entrada a Perimetral. 😡,1
e841f8dc-8d87-47,2025-11-20 17:02:00,-2.138394,-79.863231,no_incidentes,Alerta 🚨 ¿Alguien sabe si hay operativo de la ATM en Samborondon? #Guayaquil,0
2a2764c1-08e6-43,2025-11-20 17:02:00,-2.162904,-79.897984,accidente,Ojo: ¡Qué bestia! Cómo se trepó ese carro al parterre en Kennedy. #TránsitoGye,0
53dbd475-5b1d-48,2025-11-20 17:02:00,-2.149688,-79.959989,trafico,Alerta 🚨 Tráfico pesado en Perimetral sentido norte-sur. #Guayaquil,1
de31d7ba-2bdd-48,2025-11-20 17:02:00,-2.137687,-79.903769,trafico,"Usuarios informan: Filas interminables en Alborada, parece que el semáforo no sirve. #Guayaquil",0
81b3df3c-226a-43,2025-11-20 17:02:00,-2.16384,-79.997209,obstaculo,Ojo: Hay un hueco cráter en Via a la Costa que me reventó la llanta. pilas.,0
b7cf7e9f-05fb-49,2025-11-20 17:02:00,-2.150129,-79.960294,trafico,"Llevo media hora parado en Perimetral, avancen!!! pilas.",1
9de35c07-de00-49,2025-11-20 17:02:00,-2.150243,-79.959873,trafico,Usuarios informan: Tráfico pesado en Perimetral sentido norte-sur. @ATM_Transito,1
3026e1d9-2082-4e,2025-11-20 17:02:00,-2.174771,-79.915711,trafico,Usuarios informan: Tráfico pesado en Urdesa sentido norte-sur. #Guayaquil,0
e67029ee-2cbe-43,2025-11-20 17:02:00,-2.150229,-79.960327,trafico,Tráfico pesado en Perimetral sentido norte-sur. @ATM_Transito,1
5ea5e8de-096c-48,2025-11-20 17:02:00,-2.167348,-79.900968,no_incidentes,Ojo: Que calor insoportable hace hoy en Kennedy. 😡,0
70769e72-0ace-41,2025-11-20 17:02:00,-2.149997,-79.959245,trafico,"Usuarios informan: Filas interminables en Perimetral, parece que el semáforo no sirve. pilas.",1
623a99a3-c23a-40,2025-11-20 17:02:00,-2.150209,-79.959868,trafico,"Alerta 🚨 Llevo media hora parado en Perimetral, avancen!!! @ATM_Transito",1
3402f5bb-76dd-40,2025-11-20 17:02:00,-2.150408,-79.960124,trafico,Usuarios informan: Taponamiento total en la entrada a Perimetral. #Guayaquil,1
08a2725b-a790-43,2025-11-20 17:02:00,-2.176303,-79.91577,no_incidentes,"Ojo: Increíble el concierto aquí en Urdesa, está llenísimo. #TránsitoGye",0
e320772e-d92e-42,2025-11-20 17:02:00,-2.149965,-79.960035,trafico,"Ojo: Filas interminables en Perimetral, parece que el semáforo no sirve. #TránsitoGye",1
1e4b702f-4cf1-4a,2025-11-20 17:02:00,-2.187893,-79.887902,trafico,"Ojo: La Centro está imposible a esta hora, eviten. #Guayaquil",0
762b3ad0-c8ee-45,2025-11-20 17:02:00,-2.149892,-79.960218,trafico,"Alerta 🚨 La Perimetral está imposible a esta hora, eviten. .",1
37f2c2c6-ae24-47,2025-11-20 17:02:00,-2.150564,-79.960069,trafico,"Colapsada la vía en Perimetral, no se mueve nada. 😡",1
7c317afd-baf9-4d,2025-11-20 17:02:00,-2.15347,-79.963721,accidente,"Precaución: colisión vehicular en Perimetral, vidrios en la calzada. @ATM_Transito",0
b88589b2-68cd-4d,2025-11-20 17:02:00,-2.191363,-79.892154,accidente,Reportan: Reportan accidente múltiple bajando el puente de Centro. pilas.,0
a9235031-37d1-44,2025-11-20 17:02:00,-2.149622,-79.959799,trafico,Reportan: Congestión vehicular alta por salida de oficinas en Perimetral. 😡,1
38cda282-735d-40,2025-11-20 17:02:00,-2.150022,-79.959809,trafico,Ojo: Taponamiento total en la entrada a Perimetral. #TránsitoGye,1
0bf6e686-2d09-4b,2025-11-20 17:02:00,-2.149635,-79.959283,trafico,"Reportan: La Perimetral está imposible a esta hora, eviten. 🚗",1
d577adac-449c-47,2025-11-20 17:02:00,-2.150438,-79.959526,trafico,Tráfico pesado en Perimetral sentido norte-sur. .,1
33dd835a-571b-48,2025-11-20 17:02:00,-2.150404,-79.960013,trafico,"Reportan: La Perimetral está imposible a esta hora, eviten. 🚗",1
1b374718-25dd-47,2025-11-20 17:02:00,-2.236261,-79.902037,no_incidentes,"Ojalá no haya **accidente** hoy, quiero llegar a casa. pilas.",0
e4fe46d3-556a-4c,2025-11-20 17:02:00,-2.149759,-79.960564,trafico,"Reportan: Colapsada la vía en Perimetral, no se mueve nada. 😡",1
a1037f37-1709-46,2025-11-20 17:02:00,-2.193987,-79.894666,no_incidentes,Que calor insoportable hace hoy en Centro. 🚗,0
a66a0baf-508c-43,2025-11-20 17:02:00,-2.134351,-79.86935,accidente,"Siniestro de tránsito en Samborondon, unidades de la ATM avanzan. 😡",0
5458bc0b-58ca-4e,2025-11-20 17:02:00,-2.142869,-79.866534,trafico,"Usuarios informan: Filas interminables en Samborondon, parece que el semáforo no sirve. @ATM_Transito",0
5e90a290-a357-4a,2025-11-20 17:02:00,-2.149985,-79.959896,trafico,Usuarios informan: Congestión vehicular alta por salida de oficinas en Perimetral. pilas.,1
be943610-b0cb-47,2025-11-20 17:02:00,-2.150144,-79.960117,trafico,Ojo: Taponamiento total en la entrada a Perimetral. #Guayaquil,1
bbc947ef-3c9d-4b,2025-11-20 17:02:00,-2.149903,-79.959744,trafico,Tráfico pesado en Perimetral sentido norte-sur. #Guayaquil,1
b3167fb5-ebf6-4a,2025-11-20 17:02:00,-2.150349,-79.955284,accidente,"Ojo: Precaución: colisión vehicular en Perimetral, vidrios en la calzada. 😡",0
38e66bdb-00ff-49,2025-11-20 17:02:00,-2.147783,-79.955626,no_incidentes,"Ojo: Mucha gente reunida en Perimetral por el desfile, buen ambiente. .",0
76ddd87b-2d73-4a,2025-11-20 17:02:00,-2.14557,-79.871391,obstaculo,Bus de la Metrovía dañado bloqueando carril en Samborondon.,0
5b7fced4-9b36-42,2025-11-20 17:02:00,-2.149997,-79.960514,trafico,Reportan: Taponamiento total en la entrada a Perimetral.,1
a1cac421-a9a3-4e,2025-11-20 17:02:00,-2.170402,-79.912646,trafico,Reportan: Congestión vehicular alta por salida de oficinas en Urdesa. .,0
391d7ff9-0b40-48,2025-11-20 17:02:00,-2.152119,-79.905597,obstaculo,Usuarios informan: Carro botado por desperfecto mecánico en Alborada.,0
ec0e9815-c0f5-4a,2025-11-20 17:02:00,-2.150059,-79.960548,trafico,"Colapsada la vía en Perimetral, no se mueve nada. pilas.",1
7344e420-cb02-4e,2025-11-20 17:02:00,-2.149587,-79.959732,trafico,"Ojo: Llevo media hora parado en Perimetral, avancen!!! 🚗",1
92c9f996-8404-4e,2025-11-20 17:02:00,-2.149589,-79.960271,trafico,"Llevo media hora parado en Perimetral, avancen!!! 🚗",1
0d967387-3143-4f,2025-11-20 17:03:00,-2.189291,-79.891353,trafico,"Ojo: Colapsada la vía en Centro, no se mueve nada. 🚗",0
1f38ed1f-7837-45,2025-11-20 17:03:00,-2.149969,-79.9598,trafico,Ojo: Tráfico pesado en Perimetral sentido norte-sur. 😡,1
f7b6ab63-8371-40,2025-11-20 17:03:00,-2.227619,-79.895097,no_incidentes,"Reportan: Mucha gente reunida en Sur (Pradera) por el desfile, buen ambiente.",0
977ccb95-8eae-47,2025-11-20 17:03:00,-2.136231,-79.869287,accidente,"Alerta 🚨 Choque por alcance en Samborondon, carril izquierdo cerrado. #TránsitoGye",0
deb70fc8-8630-4f,2025-11-20 17:03:00,-2.171247,-79.916462,obstaculo,Bus de la Metrovía dañado bloqueando carril en Urdesa.,0
7bb34030-6314-49,2025-11-20 17:03:00,-2.149705,-79.959658,trafico,"La Perimetral está imposible a esta hora, eviten. #Guayaquil",1
99340c63-9dc0-43,2025-11-20 17:03:00,-2.141948,-79.903455,trafico,"Ojo: La Alborada está imposible a esta hora, eviten. 🚗",0
af2dfbef-7362-4b,2025-11-20 17:03:00,-2.149884,-79.96052,trafico,"Ojo: Llevo media hora parado en Perimetral, avancen!!! 🚗",1
3a47a629-08d7-40,2025-11-20 17:03:00,-2.177819,-79.909228,obstaculo,"Trabajos en la vía en Urdesa sin señalización, peligroso. .",0
2281052e-0731-49,2025-11-20 17:03:00,-2.228783,-79.900957,obstaculo,Bus de la Metrovía dañado bloqueando carril en Sur (Pradera). @ATM_Transito,0
accdc404-a03b-4e,2025-11-20 17:03:00,-2.154456,-79.951559,obstaculo,Alerta 🚨 Bus de la Metrovía dañado bloqueando carril en Perimetral. .,0
47f1dfbc-d2cf-4f,2025-11-20 17:03:00,-2.162152,-79.899612,accidente,Se acaban de dar duro dos carros en la principal de Kennedy. #TránsitoGye,0
24140f77-bf11-43,2025-11-20 17:03:00,-2.149731,-79.959764,trafico,Alerta 🚨 Taponamiento total en la entrada a Perimetral. 😡,1
1072f459-cbd8-41,2025-11-20 17:03:00,-2.149866,-79.959749,trafico,"Usuarios informan: Filas interminables en Perimetral, parece que el semáforo no sirve. .",1
8f81224f-5b85-4d,2025-11-20 17:03:00,-2.170393,-80.002301,trafico,Alerta 🚨 Taponamiento total en la entrada a Via a la Costa. #Guayaquil,0
0ab3884f-30ef-41,2025-11-20 17:03:00,-2.150245,-79.960185,trafico,"La Perimetral está imposible a esta hora, eviten. 🚗",1
5561e3f6-ec20-48,2025-11-20 17:03:00,-2.14981,-79.960196,trafico,Usuarios informan: Congestión vehicular alta por salida de oficinas en Perimetral.,1
b3bc68e5-514f-42,2025-11-20 17:03:00,-2.14067,-79.867576,obstaculo,"Alerta 🚨 Trabajos en la vía en Samborondon sin señalización, peligroso.",0
473ebff3-4508-40,2025-11-20 17:03:00,-2.150099,-79.960089,trafico,"Alerta 🚨 Llevo media hora parado en Perimetral, avancen!!! .",1
e4cee877-9021-49,2025-11-20 17:03:00,-2.149879,-79.959901,trafico,Taponamiento total en la entrada a Perimetral. .,1
48111af4-49ac-4d,2025-11-20 17:03:00,-2.149917,-79.959634,trafico,Taponamiento total en la entrada a Perimetral. 🚗,1
50c5b501-45e1-4d,2025-11-20 17:03:00,-2.150679,-79.959967,trafico,Alerta 🚨 Congestión vehicular alta por salida de oficinas en Perimetral. pilas.,1
b476d33a-664c-48,2025-11-20 17:03:00,-2.150014,-79.960261,trafico,"Usuarios informan: Colapsada la vía en Perimetral, no se mueve nada. @ATM_Transito",1
918194ee-128c-42,2025-11-20 17:03:00,-2.150367,-79.959835,trafico,Reportan: Congestión vehicular alta por salida de oficinas en Perimetral. @ATM_Transito,1
