tweet_id,tweet_created,latitude,longitude,category,text,is_cluster
ca33e5d3-ad68-4d8f,2023-10-24 07:00:00,9.079281,-79.393293,trafico,"Colapso vial en Tocumen, busquen alternas.!",0
edd931f3-d7af-491d,2023-10-24 07:00:00,9.039514,-79.503405,obstaculo,Árbol caído bloqueando el carril derecho en San Miguelito. 😡,0
2c37a198-96b0-49a8,2023-10-24 07:00:00,9.065262,-79.411085,no_incidentes,"Llegaré tarde al trabajo, qué estrés....",0
e3bb7200-44f5-4656,2023-10-24 07:00:00,9.026696,-79.546187,trafico,Congestión total hacia Betania.,0
284705d1-3041-43c5,2023-10-24 07:00:00,8.969923,-79.544813,accidente,"Están levantando el accidente de Ancón, todavía hay vidrios. 😡",0
9c3df27f-a5b4-491b,2023-10-24 07:00:00,8.956191,-79.546881,obstaculo,Carro dañado en el puente de Ancón.!,0
55381274-b077-4282,2023-10-24 07:00:00,8.955074,-79.527855,trafico,Llevo 20 minutos sin moverme en Bella Vista....,0
1c4ae3c5-db79-424d,2023-10-24 07:00:00,9.035037,-79.506377,trafico,Waze marca todo rojo saliendo de San Miguelito.!,0
5c912537-0687-4c60,2023-10-24 07:00:00,8.948731,-79.562045,trafico,"Colapso vial en Ancón, busquen alternas....",0
69d6b77f-4c40-49b0,2023-10-24 07:00:00,9.02783,-79.502847,trafico,Llevo 20 minutos sin moverme en San Miguelito.,0
cf09bd8d-14f3-44fe,2023-10-24 07:00:00,9.006267,-79.504692,no_incidentes,Viendo las noticias del tráfico mientras tomo café.,0
c0361a33-c912-457d,2023-10-24 07:00:00,8.988398,-79.525044,accidente,"Están levantando el accidente de Bella Vista, todavía hay vidrios.!",0
90256323-8e19-4486,2023-10-24 07:00:00,9.024021,-79.519126,trafico,"Colapso vial en San Miguelito, busquen alternas. 😡",0
010de5bc-ee32-45c4,2023-10-24 07:00:00,9.077938,-79.403546,trafico,"Colapso vial en Tocumen, busquen alternas.!",0
5b60aac9-32a4-4a47,2023-10-24 07:00:00,8.998106,-79.508339,trafico,El tranque en San Francisco no es normal hoy. #Panama,0
41ed3f61-875f-4ece,2023-10-24 07:00:00,8.947585,-79.559738,no_incidentes,"Llegaré tarde al trabajo, qué estrés.",0
6bd7bd7b-a704-44e6,2023-10-24 07:00:00,8.959954,-79.563243,no_incidentes,Viendo las noticias del tráfico mientras tomo café.,0
c80cc64a-3376-4ea2,2023-10-24 07:00:00,9.025896,-79.519929,no_incidentes,Denuncia ciudadana: la basura en Betania es insoportable.,0
f0ee0570-5079-47e2,2023-10-24 07:00:00,8.95906,-79.559687,no_incidentes,Viendo las noticias del tráfico mientras tomo café. 🚑,0
c817fa52-6610-457e,2023-10-24 07:00:00,8.988358,-79.499218,trafico,Congestión total hacia San Francisco. #Panama,0
3099fdaa-812c-4a3e,2023-10-24 07:00:00,9.013494,-79.489193,no_incidentes,¿Alguien sabe si hay paso por San Miguelito?,0
a2354827-4cd9-4bdd,2023-10-24 07:00:00,8.958728,-79.547853,trafico,El tranque en Ancón no es normal hoy.,0
02a21f0d-cf64-4d46,2023-10-24 07:00:00,9.044082,-79.510798,trafico,"Colapso vial en San Miguelito, busquen alternas....",0
b4db465a-8035-4f07,2023-10-24 07:01:00,9.034559,-79.504333,trafico,Llevo 20 minutos sin moverme en San Miguelito. #Panama,1
db9d2cfc-5c08-4a2d,2023-10-24 07:01:00,9.035821,-79.505157,trafico,"Colapso vial en San Miguelito, busquen alternas.!",1
37050f55-92ed-4d1a,2023-10-24 07:01:00,9.071172,-79.386773,trafico,Llevo 20 minutos sin moverme en Tocumen. 😡,0
9b116ae8-4e38-48cf,2023-10-24 07:01:00,8.974689,-79.555385,no_incidentes,"Llegaré tarde al trabajo, qué estrés. 🚑",0
6b3c746a-6627-4b0a,2023-10-24 07:01:00,9.035581,-79.505398,trafico,"Colapso vial en San Miguelito, busquen alternas. 😡",1
f7902fe7-d663-4eda,2023-10-24 07:01:00,8.953497,-79.554142,trafico,Llevo 20 minutos sin moverme en Ancón.!,0
8bdaca74-769a-4e04,2023-10-24 07:01:00,9.035395,-79.50592,trafico,Fila interminable para entrar a San Miguelito.!,1
71f5b798-2a13-48d9,2023-10-24 07:01:00,8.989902,-79.5255,no_incidentes,¿Alguien sabe si hay paso por Bella Vista?!,0
3ffdf138-8719-4aec,2023-10-24 07:01:00,9.035044,-79.504692,trafico,El tranque en San Miguelito no es normal hoy. 🚑,1
18d74478-1f07-4788,2023-10-24 07:01:00,9.034817,-79.5049,trafico,Congestión total hacia San Miguelito.,1
f2a601e0-b66f-4ab7,2023-10-24 07:01:00,9.034186,-79.504903,trafico,Llevo 20 minutos sin moverme en San Miguelito. 🚑,1
e3cead0e-75b5-476f,2023-10-24 07:01:00,8.975462,-79.523907,no_incidentes,"Odio el tráfico de esta ciudad, siempre es lo mismo. 🚑",0
491433a1-775d-4809,2023-10-24 07:01:00,9.035359,-79.504645,trafico,Llevo 20 minutos sin moverme en San Miguelito. 🚑,1
f445af7a-22e1-4fff,2023-10-24 07:01:00,9.035169,-79.505241,trafico,El tranque en San Miguelito no es normal hoy. 🚑,1
767bcc26-cc4d-49f3,2023-10-24 07:01:00,8.973338,-79.52218,obstaculo,Árbol caído bloqueando el carril derecho en Bella Vista. #Panama,0
d5d7cae7-7cfc-422d,2023-10-24 07:01:00,9.035677,-79.505072,trafico,Waze marca todo rojo saliendo de San Miguelito. #Panama,1
1e5ac440-183e-40dc,2023-10-24 07:01:00,9.035091,-79.504568,trafico,El tranque en San Miguelito no es normal hoy. #Panama,1
38f9bab1-a264-4c39,2023-10-24 07:01:00,9.03419,-79.505107,trafico,Llevo 20 minutos sin moverme en San Miguelito....,1
a950a891-3479-4d8b,2023-10-24 07:01:00,9.035481,-79.50525,trafico,"Colapso vial en San Miguelito, busquen alternas. 🚑",1
82a12865-45f6-48c2,2023-10-24 07:01:00,9.034939,-79.505409,trafico,Waze marca todo rojo saliendo de San Miguelito. 🚑,1
5b5860de-baba-4056,2023-10-24 07:01:00,9.03467,-79.504168,trafico,Fila interminable para entrar a San Miguelito.!,1
5f4b5c65-a1ae-47aa,2023-10-24 07:01:00,9.034668,-79.504284,trafico,El tranque en San Miguelito no es normal hoy.!,1
2b923275-8796-40c6,2023-10-24 07:01:00,9.033962,-79.505549,trafico,Fila interminable para entrar a San Miguelito....,1
874b7536-8876-4e8a,2023-10-24 07:01:00,9.035794,-79.510399,trafico,Waze marca todo rojo saliendo de San Miguelito....,0
e67867c6-b1ba-4a18,2023-10-24 07:01:00,9.03492,-79.504653,trafico,"Colapso vial en San Miguelito, busquen alternas. #Panama",1
e66a7cdd-5eeb-4b0d,2023-10-24 07:01:00,9.014457,-79.539446,obstaculo,Inundación leve en la vía principal de Betania. 😡,0
ed418d0a-8e2f-4ef8,2023-10-24 07:01:00,8.985943,-79.540847,no_incidentes,El gobierno debería arreglar las calles de Bella Vista.!,0
dd4546ec-a443-47c7,2023-10-24 07:01:00,9.034324,-79.504211,trafico,Congestión total hacia San Miguelito. #Panama,1
6dd354ac-231c-4b16,2023-10-24 07:01:00,9.079971,-79.390704,trafico,Congestión total hacia Tocumen.!,0
beac6bbd-46d7-46ee,2023-10-24 07:01:00,9.010561,-79.511577,accidente,Acabo de ver un choque múltiple por San Francisco....,0
1e5ae928-6dd1-47bf,2023-10-24 07:01:00,9.035097,-79.504493,trafico,Congestión total hacia San Miguelito.!,1
033aae04-0790-41ca,2023-10-24 07:01:00,9.077845,-79.373721,obstaculo,Árbol caído bloqueando el carril derecho en Tocumen.,0
39addf0d-0f80-44e3,2023-10-24 07:01:00,9.03431,-79.505225,trafico,"Colapso vial en San Miguelito, busquen alternas.!",1
0c0290bf-3d16-4789,2023-10-24 07:01:00,9.075532,-79.384654,trafico,Waze marca todo rojo saliendo de Tocumen....,0
24e706e3-4b6b-468e,2023-10-24 07:01:00,9.030757,-79.510507,accidente,"Motorizado en el piso, ambulancia llegando a San Miguelito.!",0
775c1dac-d079-47f1,2023-10-24 07:01:00,9.035318,-79.505213,trafico,"Colapso vial en San Miguelito, busquen alternas. #Panama",1
61ad2a77-f294-4530,2023-10-24 07:01:00,9.034372,-79.505245,trafico,Fila interminable para entrar a San Miguelito.!,1
94adc351-1796-4e5e,2023-10-24 07:01:00,9.035478,-79.504791,trafico,Llevo 20 minutos sin moverme en San Miguelito....,1
8b830631-bee5-409e,2023-10-24 07:01:00,9.034806,-79.503974,trafico,Llevo 20 minutos sin moverme en San Miguelito.,1
c78eeb48-61a5-4b73,2023-10-24 07:01:00,9.035215,-79.504279,trafico,"Colapso vial en San Miguelito, busquen alternas. 🚑",1
5f9aea3a-3016-431d,2023-10-24 07:01:00,9.021126,-79.501841,trafico,Congestión total hacia San Miguelito.!,0
e1ecb44e-0d8b-4f92,2023-10-24 07:01:00,9.060772,-79.375688,obstaculo,Hay un hueco enorme rompiendo llantas en Tocumen....,0
0675d9d9-6852-4df9,2023-10-24 07:01:00,9.08184,-79.380341,no_incidentes,El gobierno debería arreglar las calles de Tocumen....,0
e4ea1b75-faee-468c,2023-10-24 07:01:00,8.967304,-79.539731,obstaculo,Inundación leve en la vía principal de Bella Vista. 😡,0
c57c9c2a-a1c6-49da,2023-10-24 07:01:00,9.030268,-79.505869,no_incidentes,"Ojalá no haya choque hoy, necesito llegar temprano....",0
64e918f0-94d7-41ee,2023-10-24 07:01:00,9.034973,-79.505019,trafico,Llevo 20 minutos sin moverme en San Miguelito.!,1
ebae971d-5415-411d,2023-10-24 07:01:00,8.962434,-79.555572,trafico,Fila interminable para entrar a Ancón.!,0
0710d1ed-71c5-4b6a,2023-10-24 07:01:00,9.034057,-79.504864,trafico,Waze marca todo rojo saliendo de San Miguelito.,1
7cb262a7-4cb3-4098,2023-10-24 07:01:00,9.072815,-79.387192,no_incidentes,Denuncia ciudadana: la basura en Tocumen es insoportable.!,0
a4fb76c8-c700-4450,2023-10-24 07:01:00,8.988799,-79.537653,obstaculo,"Objeto extraño en la vía por Bella Vista, cuidado.!",0
b0262a4e-cafb-4536,2023-10-24 07:02:00,9.034801,-79.504949,trafico,"Colapso vial en San Miguelito, busquen alternas. 🚑",1
551b1231-d787-472d,2023-10-24 07:02:00,9.067614,-79.39656,trafico,El tranque en Tocumen no es normal hoy....,0
8160ccb8-18e4-490e,2023-10-24 07:02:00,9.091579,-79.381784,trafico,Waze marca todo rojo saliendo de Tocumen. #Panama,0
f9bd259e-19ad-4ff6,2023-10-24 07:02:00,9.03544,-79.50509,trafico,Llevo 20 minutos sin moverme en San Miguelito. 😡,1
592233ed-f8c5-45ac,2023-10-24 07:02:00,9.046412,-79.49732,obstaculo,Carro dañado en el puente de San Miguelito. #Panama,0
269850a1-4f99-4a45,2023-10-24 07:02:00,9.035544,-79.505045,trafico,Waze marca todo rojo saliendo de San Miguelito.!,1
1e323651-1c8d-45b7,2023-10-24 07:02:00,8.953321,-79.55463,obstaculo,Árbol caído bloqueando el carril derecho en Ancón.!,0
2008305c-4719-498f,2023-10-24 07:02:00,9.081464,-79.387968,trafico,"Colapso vial en Tocumen, busquen alternas. #Panama",0
074cc0a1-dba2-4d94,2023-10-24 07:02:00,9.035459,-79.505145,trafico,"Colapso vial en San Miguelito, busquen alternas.!",1
2ce514fd-ffb4-40e9,2023-10-24 07:02:00,9.03535,-79.505341,trafico,Congestión total hacia San Miguelito. 🚑,1
e4c5a5c8-d628-4290,2023-10-24 07:02:00,8.958915,-79.559627,no_incidentes,Viendo las noticias del tráfico mientras tomo café. 😡,0
35bbb261-5f86-4ebd,2023-10-24 07:02:00,9.034587,-79.504837,trafico,"Colapso vial en San Miguelito, busquen alternas. 🚑",1
3f7eb15d-d0ac-40f1,2023-10-24 07:02:00,9.035146,-79.504528,trafico,"Colapso vial en San Miguelito, busquen alternas. #Panama",1
1239fb61-7f19-4f60,2023-10-24 07:02:00,9.034971,-79.504605,trafico,"Colapso vial en San Miguelito, busquen alternas. 🚑",1
d88ad197-45fe-4aa2,2023-10-24 07:02:00,9.059948,-79.376776,trafico,El tranque en Tocumen no es normal hoy.!,0
7b5bf096-3b18-42e1,2023-10-24 07:02:00,9.035936,-79.504886,trafico,"Colapso vial en San Miguelito, busquen alternas....",1
15c8923d-95fe-49b3,2023-10-24 07:02:00,9.024032,-79.494218,accidente,Parece que hubo heridos en el choque de San Miguelito.,0
9b4e82ea-c673-4e4f,2023-10-24 07:02:00,9.036125,-79.505232,trafico,"Colapso vial en San Miguelito, busquen alternas. 😡",1
66f37884-4738-4988,2023-10-24 07:02:00,9.035365,-79.504846,trafico,"Colapso vial en San Miguelito, busquen alternas. 😡",1
0f0ce4d2-55b0-4acd,2023-10-24 07:02:00,9.034827,-79.505627,trafico,Fila interminable para entrar a San Miguelito. 🚑,1
d652a41f-1bb6-4a56,2023-10-24 07:02:00,9.034655,-79.505374,trafico,"Colapso vial en San Miguelito, busquen alternas....",1
cd190030-aa4e-4c5d,2023-10-24 07:02:00,9.035512,-79.504707,trafico,Llevo 20 minutos sin moverme en San Miguelito. 🚑,1
4ccd6144-8600-4037,2023-10-24 07:02:00,9.016789,-79.521783,no_incidentes,"Odio el tráfico de esta ciudad, siempre es lo mismo. #Panama",0
9ca0bbe3-04dc-475a,2023-10-24 07:02:00,9.047702,-79.505877,obstaculo,Inundación leve en la vía principal de San Miguelito.!,0
ec117187-8a81-423c,2023-10-24 07:02:00,9.035807,-79.505061,trafico,Llevo 20 minutos sin moverme en San Miguelito. 😡,1
0719ad38-c335-4ff5,2023-10-24 07:02:00,9.035719,-79.504387,trafico,Llevo 20 minutos sin moverme en San Miguelito.!,1
50512da5-176c-496f,2023-10-24 07:02:00,9.000265,-79.505376,no_incidentes,¿Alguien sabe si hay paso por San Francisco? 🚑,0
598270ca-84c7-48a4,2023-10-24 07:02:00,9.070331,-79.38576,trafico,Congestión total hacia Tocumen. 🚑,0
7ee6853b-d0fb-420f,2023-10-24 07:02:00,9.034978,-79.504917,trafico,Fila interminable para entrar a San Miguelito. 😡,1
ff8e5837-0b18-488f,2023-10-24 07:02:00,9.035008,-79.504529,trafico,Fila interminable para entrar a San Miguelito. 🚑,1
d8d1588c-8aef-4491,2023-10-24 07:02:00,9.002261,-79.517941,accidente,"Fuerte colisión en Betania, eviten la zona. #Panama",0
86b8d82f-7f86-4381,2023-10-24 07:02:00,9.0353,-79.50573,trafico,Fila interminable para entrar a San Miguelito. 😡,1
07600392-f0b0-4ccb,2023-10-24 07:02:00,8.976828,-79.520446,trafico,Fila interminable para entrar a Bella Vista. 🚑,0
e9737504-620f-41fe,2023-10-24 07:02:00,9.035717,-79.505084,trafico,Llevo 20 minutos sin moverme en San Miguelito.,1
ca97ec14-9a7b-4be9,2023-10-24 07:02:00,9.011718,-79.524707,no_incidentes,Mi vida es un accidente constante.,0
0bac2dd1-34dc-44af,2023-10-24 07:02:00,9.035067,-79.505056,trafico,El tranque en San Miguelito no es normal hoy.!,1
de9ffa23-3e78-4b9c,2023-10-24 07:02:00,9.034828,-79.504848,trafico,Congestión total hacia San Miguelito. 🚑,1
984eec33-4c0e-4c87,2023-10-24 07:02:00,9.027974,-79.500543,accidente,"Fuerte colisión en San Miguelito, eviten la zona.",0
2eb6a445-ae45-48c0,2023-10-24 07:02:00,9.035567,-79.505149,trafico,"Colapso vial en San Miguelito, busquen alternas.!",1
ac825e3c-b074-486c,2023-10-24 07:02:00,9.035468,-79.505165,trafico,Congestión total hacia San Miguelito....,1
72e3a1e0-350b-4002,2023-10-24 07:02:00,8.946699,-79.561749,no_incidentes,El gobierno debería arreglar las calles de Ancón. 😡,0
25dd6b27-6e8f-4a44,2023-10-24 07:02:00,9.035644,-79.504641,trafico,El tranque en San Miguelito no es normal hoy.,1
61dda093-b44e-4209,2023-10-24 07:02:00,9.035281,-79.504527,trafico,Fila interminable para entrar a San Miguelito....,1
4433d2e8-1c5a-4bb6,2023-10-24 07:02:00,8.976537,-79.536678,trafico,"Colapso vial en Bella Vista, busquen alternas. #Panama",0
fa43b586-e31f-421f,2023-10-24 07:02:00,9.03567,-79.504745,trafico,Congestión total hacia San Miguelito.!,1
1c6baa06-7e55-4880,2023-10-24 07:02:00,8.972571,-79.537596,obstaculo,Carro dañado en el puente de Bella Vista. 😡,0
2b9422bb-f8e3-48cb,2023-10-24 07:02:00,9.034507,-79.504902,trafico,"Colapso vial en San Miguelito, busquen alternas. 🚑",1
b18f1702-4e5b-42e5,2023-10-24 07:02:00,9.015789,-79.514627,trafico,Llevo 20 minutos sin moverme en San Miguelito. #Panama,0
ea6fa3c4-8681-4ec9,2023-10-24 07:02:00,9.034602,-79.504383,trafico,"Colapso vial en San Miguelito, busquen alternas. 🚑",1
72f3035c-02ab-41c9,2023-10-24 07:02:00,8.980921,-79.50006,trafico,Fila interminable para entrar a San Francisco....,0
84dd4ba6-029d-4013,2023-10-24 07:03:00,9.034663,-79.505201,trafico,Waze marca todo rojo saliendo de San Miguelito.,1
15ef782c-6e68-4c18,2023-10-24 07:03:00,9.061316,-79.388303,no_incidentes,"Ojalá no haya choque hoy, necesito llegar temprano. 🚑",0
2eb628cf-b70d-4d52,2023-10-24 07:03:00,9.035623,-79.504541,trafico,Waze marca todo rojo saliendo de San Miguelito. 😡,1
9261cf6f-7e1a-467d,2023-10-24 07:03:00,9.033525,-79.504746,trafico,Llevo 20 minutos sin moverme en San Miguelito.!,1
bca92693-9880-43f2,2023-10-24 07:03:00,9.035496,-79.505056,trafico,Waze marca todo rojo saliendo de San Miguelito. 😡,1
501f51d2-03ce-4ccc,2023-10-24 07:03:00,8.990017,-79.506656,trafico,Waze marca todo rojo saliendo de San Francisco.!,0
4307871f-aea9-4225,2023-10-24 07:03:00,8.961125,-79.536973,accidente,Parece que hubo heridos en el choque de Bella Vista.,0
04ebd556-f4da-47c2,2023-10-24 07:03:00,8.984374,-79.511929,no_incidentes,¿Alguien sabe si hay paso por San Francisco? 🚑,0
b5498246-d57e-4aa4,2023-10-24 07:03:00,9.034474,-79.504564,trafico,"Colapso vial en San Miguelito, busquen alternas. 😡",1
b0b1fad6-dc03-416c,2023-10-24 07:03:00,9.034738,-79.505033,trafico,Waze marca todo rojo saliendo de San Miguelito. 🚑,1
f6e2bdef-056a-4572,2023-10-24 07:03:00,8.97185,-79.534867,trafico,Fila interminable para entrar a Bella Vista.!,0
a7fc56b3-a4b0-4dd0,2023-10-24 07:03:00,9.070906,-79.391529,trafico,Waze marca todo rojo saliendo de Tocumen. 🚑,0
805e5cde-b64b-499e,2023-10-24 07:03:00,9.03592,-79.504627,trafico,El tranque en San Miguelito no es normal hoy.,1
608ad707-82fc-4bfe,2023-10-24 07:03:00,9.034566,-79.504436,trafico,"Colapso vial en San Miguelito, busquen alternas.!",1
e348b041-7811-4969,2023-10-24 07:03:00,9.051934,-79.503493,accidente,"Están levantando el accidente de San Miguelito, todavía hay vidrios.!",0
b727aea0-d00f-4c19,2023-10-24 07:03:00,9.035459,-79.50447,trafico,El tranque en San Miguelito no es normal hoy. 🚑,1
aead3c94-eab1-41c0,2023-10-24 07:03:00,9.035099,-79.505204,trafico,Llevo 20 minutos sin moverme en San Miguelito....,1
122ca5d1-c075-45c8,2023-10-24 07:03:00,9.034874,-79.505208,trafico,Llevo 20 minutos sin moverme en San Miguelito. 😡,1
993873ce-c0af-4261,2023-10-24 07:03:00,9.034903,-79.505149,trafico,El tranque en San Miguelito no es normal hoy. 🚑,1
80857129-93e6-40f5,2023-10-24 07:03:00,9.035125,-79.505069,trafico,"Colapso vial en San Miguelito, busquen alternas.",1
d3a16e3f-11cd-45fd,2023-10-24 07:03:00,9.066214,-79.388466,trafico,"Colapso vial en Tocumen, busquen alternas. 😡",0
b62805af-2cef-410a,2023-10-24 07:03:00,9.034068,-79.504286,trafico,Fila interminable para entrar a San Miguelito. 😡,1
13b1623d-a75d-49b6,2023-10-24 07:03:00,9.000308,-79.486851,accidente,"Están levantando el accidente de San Francisco, todavía hay vidrios. #Panama",0
0aacd454-87d2-4ccf,2023-10-24 07:03:00,9.066297,-79.383267,trafico,El tranque en Tocumen no es normal hoy....,0
ba3f3bc1-783a-4435,2023-10-24 07:03:00,9.034825,-79.5052,trafico,El tranque en San Miguelito no es normal hoy. 😡,1
1d681170-7884-4932,2023-10-24 07:03:00,9.03535,-79.50459,trafico,"Colapso vial en San Miguelito, busquen alternas. 😡",1
e60c0f34-66e2-45d3,2023-10-24 07:03:00,9.035446,-79.50474,trafico,"Colapso vial en San Miguelito, busquen alternas.",1
a8c90c74-7d89-478e,2023-10-24 07:03:00,8.949377,-79.548518,trafico,Waze marca todo rojo saliendo de Ancón.,0
8eba0cfd-12dc-41d0,2023-10-24 07:03:00,9.034861,-79.505645,trafico,El tranque en San Miguelito no es normal hoy. #Panama,1
79296768-b7a4-43a7,2023-10-24 07:03:00,9.070578,-79.385703,trafico,Congestión total hacia Tocumen. 😡,0
ff8a7dce-573d-4f27,2023-10-24 07:03:00,9.035182,-79.504221,trafico,Fila interminable para entrar a San Miguelito....,1
84e2b455-0870-4f71,2023-10-24 07:03:00,9.016942,-79.527381,accidente,Golpe feo entre taxi y metrobus en Betania. 😡,0
36e19729-cfe8-4c94,2023-10-24 07:03:00,9.034826,-79.505971,trafico,Llevo 20 minutos sin moverme en San Miguelito. #Panama,1
2b139008-c66f-4c85,2023-10-24 07:03:00,8.984071,-79.536733,no_incidentes,El gobierno debería arreglar las calles de Bella Vista....,0
a46d7aef-c5a4-47dc,2023-10-24 07:03:00,9.034818,-79.504144,trafico,Fila interminable para entrar a San Miguelito. 😡,1
7af81bfa-6faa-4dfd,2023-10-24 07:03:00,9.009304,-79.527437,no_incidentes,"Llegaré tarde al trabajo, qué estrés. 😡",0
d22b935d-4a31-4c53,2023-10-24 07:03:00,8.953084,-79.552681,accidente,"Motorizado en el piso, ambulancia llegando a Ancón. 😡",0
7c6ef36f-c7dc-4b94,2023-10-24 07:03:00,8.972294,-79.530093,no_incidentes,"Ojalá no haya choque hoy, necesito llegar temprano. 🚑",0
60ea8f0d-50b3-4315,2023-10-24 07:03:00,9.035279,-79.504238,trafico,Congestión total hacia San Miguelito. 🚑,1
6b1507ea-0833-4733,2023-10-24 07:03:00,9.035063,-79.504974,trafico,Congestión total hacia San Miguelito.,1
1e2be378-b472-47f3,2023-10-24 07:03:00,9.035352,-79.505004,trafico,El tranque en San Miguelito no es normal hoy.,1
3c37f76e-cf3c-4454,2023-10-24 07:03:00,9.035609,-79.505284,trafico,El tranque en San Miguelito no es normal hoy. #Panama,1
e7e43e90-dde0-43c2,2023-10-24 07:03:00,9.038234,-79.507921,no_incidentes,Denuncia ciudadana: la basura en San Miguelito es insoportable. #Panama,0
8a29254d-3cac-49a6,2023-10-24 07:03:00,9.035665,-79.504603,trafico,Congestión total hacia San Miguelito.!,1
245a96d1-d688-4a26,2023-10-24 07:03:00,9.035148,-79.504867,trafico,Waze marca todo rojo saliendo de San Miguelito. 😡,1
d5df8dfe-4a86-471c,2023-10-24 07:03:00,9.036399,-79.505212,trafico,"Colapso vial en San Miguelito, busquen alternas.",1
1e53cf48-b163-4188,2023-10-24 07:03:00,9.018732,-79.526591,no_incidentes,"Odio el tráfico de esta ciudad, siempre es lo mismo. 😡",0
c5d69806-035e-4546,2023-10-24 07:03:00,8.979271,-79.515687,obstaculo,Hay un hueco enorme rompiendo llantas en Bella Vista. 😡,0
c9200f33-5bf2-48c4,2023-10-24 07:03:00,8.986091,-79.532389,trafico,Llevo 20 minutos sin moverme en Bella Vista.!,0
2814cf6b-fb68-4924,2023-10-24 07:03:00,9.035021,-79.505321,trafico,El tranque en San Miguelito no es normal hoy. #Panama,1
1c6b45a5-10ee-4c78,2023-10-24 07:04:00,8.970117,-79.564656,no_incidentes,Denuncia ciudadana: la basura en Ancón es insoportable.,0
7c61a4b6-5ccd-4081,2023-10-24 07:04:00,9.027778,-79.528409,trafico,Congestión total hacia Betania.!,0
5a3123d2-18c9-42f1,2023-10-24 07:04:00,9.000673,-79.512789,trafico,El tranque en San Francisco no es normal hoy....,0
